Item Number,Item Description,List price,Product Family,Notes
CAR31403,HOLDER,4.0,Collision Straightening/Parts,
CAR31405,Screw MCS6S 6X30,9.0,Collision Straightening/Parts,
CAR31407,Screw MC6S 4 X 30 8.8,9.0,Collision Straightening/Parts,
CAR31408,Screw MC6S  6 X 12,9.0,Collision Straightening/Parts,
CAR31409,COT Screw MC6S 5 X 10,10.0,Collision Straightening/Parts,
CAR31412,Skruv MC6S 10 x 20 12.9 OBEH.,4.0,Collision Straightening/Parts,
CAR31414,Screw MC6S 6x20,9.0,Collision Straightening/Parts,
CAR31415,Screw MC6S 3 X 12,10.0,Collision Straightening/Parts,
CAR31418,Screw MC6S 5 X 6,9.0,Collision Straightening/Parts,
CAR31420,B260-7 Screw 8 X 25,9.0,Collision Straightening/Parts,
CAR31421,Skruv MC6S 8 x 22 12.9 OBEH.,5.0,Collision Straightening/Parts,
CAR31422,Screw MC6S-TT,4.0,Collision Straightening/Parts,
CAR31423,SCREW,4.0,Collision Straightening/Parts,
CAR31424,SCREW MILC6S 4X16 10.9,4.0,Collision Measuring/Parts,
CAR31425,Screw MLC6S 4x12,4.0,Collision Straightening/Parts,
CAR31426,SKRUV MLC6S 6x16  8.8  FZB,4.0,Collision Straightening/Parts,
CAR31427,Screw MLC6S 4x8,10.0,Collision Straightening/Parts,
CAR31428,SCREW MC6S-TT 5X20,9.0,Collision Straightening/Parts,
CAR31429,SCREW MC6S 8X12,9.0,Collision Straightening/Parts,
CAR31432,Screw FXS 2.9 X 9.5,9.0,Collision Straightening/Parts,
CAR31434,Screw MF6S 6x25,10.0,Collision Straightening/Parts,
CAR31439,SCREW MF6S5x12 8.8,3.0,Collision Measuring/Parts,
CAR31446,SCREW MRT-TT 6X10,2.0,Collision WSS/Parts,
CAR31447,Locking Screw 4 X 10,10.0,Collision Straightening/Parts,
CAR31448,SCREW MFT-TT 3x10,4.0,Collision Joining/Parts,
CAR31449,Screw 3 X 6,9.0,Collision Straightening/Parts,
CAR31450,SCREW MFT-TT 3x10,4.0,Collision Joining/Parts,
CAR31452,COT Screw 4 X 10,9.0,Collision Straightening/Parts,
CAR31453,Screw 16 X 55,12.0,Collision Straightening/Parts,
CAR31455,Skruv M6S 16 x 40 8.8 FZB,4.0,Collision Straightening/Parts,
CAR31461,Screw M6S 8x16,9.0,Collision Straightening/Parts,
CAR31462,SCREW MC6S 6X16,10.0,Collision Straightening/Parts,
CAR31466,SCREW M6S 16X150,12.0,Collision Straightening/Parts,
CAR31469,Screw,10.0,Collision Straightening/Parts,
CAR31472,Screw,9.0,Collision Straightening/Parts,
CAR31473,Skruv M6S 8 x 14 8.8 FZB,4.0,Collision Straightening/Parts,
CAR31479,Screw P6SS 8 X 10,9.0,Collision Straightening/Parts,
CAR31483,Skruv MC6S 10 x 35 8.8 FZB,4.0,Collision Straightening/Parts,
CAR31485,Washer 25 X 44 X 4,10.0,Collision Straightening/Parts,
CAR31486,WASHER 18X40X6,10.0,Collision Straightening/Parts,
CAR31487,WASHER 3 3x5 9x0 9,3.0,Collision Joining/Accessories,
CAR31488,Washer 6.4 X 12 X 1.6,9.0,Collision Straightening/Parts,
CAR31489,Washer 8.4 X 16 X 1.6,9.0,Collision Straightening/Parts,
CAR31490,Washer 3.2 X 7 X .5,9.0,Collision Straightening/Parts,
CAR31493,Washer 25 X 45 X 8,12.0,Collision Straightening/Parts,
CAR31494,"WASHER PS 10X16,0,3",2.0,Collision Joining/Accessories,
CAR31497,WASHER TBRUB 17X30X6,10.0,Collision Straightening/Parts,
CAR31498,Washer 17 X 30 X 3,9.0,Collision Straightening/Parts,
CAR31499,Washer,8.0,Collision Straightening/Parts,
CAR315,Inlet Valve Assembly,185.0,Collision Straightening/Parts,
CAR31503,Washer 13 X 24 X 4,10.0,Collision Straightening/Parts,
CAR31508,Washer 9 X 28 X 2,9.0,Collision Straightening/Parts,
CAR31509,Washer,9.0,Collision Straightening/Parts,
CAR31528,Square Nut,9.0,Collision Straightening/Parts,
CAR31529,Nut M24,60.0,Collision Straightening/Parts,
CAR31530,MUTTER M6M  8 a 1000 8  FZB,4.0,Collision Straightening/Parts,
CAR31532,Nut M6M 8,8.0,Collision Straightening/Parts,
CAR31533,Nut,10.0,Collision Straightening/Parts,
CAR31536,LaSMUTTER DIN985 M16 KL-8  FZB,4.0,Collision Straightening/Parts,
CAR31537,Nut,4.0,Collision Straightening/Parts,
CAR31538,NUT,9.0,Collision Straightening/Parts,
CAR31540,B64-1-6 Nut,10.0,Collision Straightening/Parts,
CAR31549,COT Cylinder pin CP3x12,9.0,Collision Straightening/Parts,
CAR31558,Spring Pin 6 x 30,9.0,Collision Straightening/Parts,
CAR31563,Spring Pin 8 x 36,10.0,Collision Straightening/Parts,
CAR31569,Pin,9.0,Collision Straightening/Parts,
CAR31571,Circlip,9.0,Collision Straightening/Parts,
CAR31572,LOCKING WASHER SGA 25,2.0,Collision Joining/Accessories,
CAR31573,SPaRRING SGA  24  DIN471,4.0,Collision Straightening/Parts,
CAR31574,Locking Washer SGA30,9.0,Collision Straightening/Parts,
CAR31576,Ring Sgh 200,53.0,Collision Straightening/Parts,
CAR31577,SPaRRING SGA  20  DIN471,4.0,Collision Straightening/Parts,
CAR31579,LOCKING WASHER,3.0,Collision Joining/Accessories,
CAR31580,SPaRRYTTARE RS  5  SS1583 LoSA,4.0,Collision Straightening/Parts,
CAR31719,Wheel for COT Transport Wagon,54.0,Collision Straightening/Parts,
CAR31722,SO - Ball Bearings 6000-2RS,14.0,Collision Straightening/Parts,
CAR31726,COT Slide bearing 10/12x10,10.0,Collision Straightening/Parts,
CAR31729,SLIDE BEARING 50/55X60-L,21.0,Collision Joining/Parts,
CAR31730,SLIDE BEARING 30/35x30-L,8.0,Collision Joining/Parts,
CAR31750,O-RINGSSNoRE 40 MM I NITRIL,12.0,Collision Measuring/Parts,
CAR31753,Rubber Stop for T55,14.0,Collision Straightening/Parts,
CAR31754,STOP DA-120/200/200,13.0,Collision Joining/Parts,
CAR31760,Plastic Wheel,21.0,Collision Straightening/Parts,
CAR31762,B105-11 Spring,9.0,Collision Straightening/Parts,
CAR31765,Pressure Spring .4x5x11.2,10.0,Collision Straightening/Parts,
CAR31766,PRESSURE SPRING 7.75x8x60,4.0,Collision Joining/Parts,
CAR31767,Pressure Spring,9.0,Collision Straightening/Parts,
CAR31774,Knob 40x20 8x55,12.0,Collision Straightening/Parts,
CAR31776,M910-6/M920-11 Knob 6 x 16,10.0,Collision Straightening/Parts,
CAR31777,B632-5 Lock Lever 108-M16,93.0,Collision Straightening/Parts,
CAR31778,Knob,9.0,Collision Straightening/Parts,
CAR31792,Slide Bar,52.0,Collision Measuring/Parts,
CAR31794,Plastic tube 6,6.0,Collision Straightening/Parts,
CAR31795,Banjo Coupling for SPEED,141.0,Collision Straightening/Parts,
CAR31796,Straight Connection - BR Lift,19.0,Collision Straightening/Parts,
CAR31797,RINGSPRINT  60x 40  FZB,5.0,Collision Straightening/Parts,
CAR31803,T-5 Air Valve,13.0,Collision Straightening/Parts,
CAR31804,Coupling BR Hydraulic Cylinder,21.0,Collision Straightening/Parts,
CAR31806,Ankare buntband 19x19 vit ABS,4.0,Collision Straightening/Parts,
CAR31813,MAGNETVENTIL  A331-1C2-1/8,93.0,Collision Straightening/Parts,
CAR31892,Safety Decal-Risk for Tripping,12.0,Collision Straightening/Parts,
CAR31895,Decal for D16,19.0,Collision Straightening/Parts,
CAR31897,Decal for D16,14.0,Collision Straightening/Parts,
CAR31901,Decal for D16,13.0,Collision Straightening/Parts,
CAR31916,M269 Strut Tower Plate D=45/49,291.0,Collision Measuring/Accessori,
CAR31926,Handle C-Tong Left,60.0,Collision Joining/Parts,
CAR31927,Ramp Kit for BR4200,7156.0,Collision Straightening/Access,
CAR31929,Trigger Switch C Tong SA/DA/HP,41.0,Collision Joining/Parts,
CAR31934,BENCHRACK 5500 RAMP KIT,8132.0,Collision Straightening/Access,
CAR31943,B310-2 Glide Plate Attachment,535.0,Collision Straightening/Parts,
CAR31944,Bolt M25x15,106.0,Collision Straightening/Parts,
CAR31945,B310-3 Pin Bolt,51.0,Collision Straightening/Parts,
CAR31947,HOLDER B310,140.0,Collision Straightening/Parts,
CAR31950,PRESSURE SPRING,6.0,Collision Straightening/Parts,
CAR31951,Pressure spring 30x25x30,22.0,Collision Straightening/Parts,
CAR31952,B310 Bench Mounting Arm,2134.0,Collision Straightening/Access,
CAR31954,Piston,165.0,Collision Joining/Parts,
CAR31956,Piston Clamp C Tong SA,146.0,Collision Joining/Parts,
CAR31960,Wedge Threaded (for B110),111.0,Collision Straightening/Parts,
CAR31961,Wedge Free,147.0,Collision Straightening/Parts,
CAR31963,Bolt,98.0,Collision Straightening/Parts,
CAR31964,Face Plate Jaw,414.0,Collision Straightening/Parts,
CAR31968,Pressure Wedge,241.0,Collision Straightening/Parts,
CAR31970,B110 Chassis Clamp,1072.0,Collision Straightening/Access,
CAR31979,Plungers for C-Tong,919.0,Collision Joining/Parts,
CAR31981,Yoke 330mm,625.0,Collision Joining/Accessories,
CAR31985,Catch,95.0,Collision Straightening/Parts,
CAR31992,SKRUV MC6S  6x50  8.8  FZB,4.0,Collision Straightening/Parts,
CAR31996,Snap Ring for DA C-Tong Piston,12.0,Collision Straightening/Parts,
CAR31997,Pressure Spring 3.2x32x58.6,41.0,Collision Straightening/Parts,
CAR31998,O-Ring,12.0,Collision Straightening/Parts,
CAR31999,Screw MFS6S 6x16,9.0,Collision Straightening/Parts,
CAR32000,T70 Clamp kit (T71-T73 T815),2044.0,Collision Straightening/Access,
CAR32003,Seal Glide 2 pc 4.0,69.0,Collision Straightening/Parts,
CAR32021,Wagon Stop,53.0,Collision Measuring/Parts,
CAR32023,M13 Speed Msrg Bridge 3.5m,4516.0,Collision Measuring/Accessori,
CAR32030,Plastic Plug,10.0,Collision Straightening/Parts,
CAR32087,Handle Kit MF Gun,246.0,Collision Joining/Parts,
CAR32097,SPOLE  U73 24VDC 5W.,43.0,Collision Straightening/Parts,
CAR32135,Ramp B345,624.0,Collision Straightening/Access,
CAR32136,B47L Ramp Section,626.0,Collision Straightening/Parts,
CAR32137,B47R Ramp Section,626.0,Collision Straightening/Parts,
CAR32138,B341  Ramp Section,713.0,Collision Straightening/Parts,
CAR32139,B348 Ramp Section Short,384.0,Collision Straightening/Parts,
CAR32140,BUSHING M201-16/8,59.0,Collision Joining/Parts,
CAR32141,M201-15/27 Meas Stud D=15/27mm,113.0,Collision Measuring/Parts,
CAR32148,O-Ring,10.0,Collision Straightening/Parts,
CAR32150,B349 Approach Ramp,1170.0,Collision Straightening/Access,
CAR32155,Screw MC6s 3x6,9.0,Collision Straightening/Parts,
CAR32181,Cover Plate,125.0,Collision Joining/Parts,
CAR32189,Yoke - Fender Edge,483.0,Collision Joining/Accessories,
CAR32190,Electrode Holder for 20mm,98.0,Collision Joining/Accessories,
CAR32191,Electrode Holder 45* for 20mm,114.0,Collision Joining/Accessories,
CAR32192,Electrode Wheel,54.0,Collision Joining/Accessories,
CAR32193,Electrode Ball (Wheel Shaft),53.0,Collision Joining/Accessories,
CAR32194,Electrode 45* - 80mm,42.0,Collision Joining/Accessories,
CAR32195,Electrode Ball 45* - 80mm,54.0,Collision Joining/Accessories,
CAR322,Valve Assembly - Exhaust,156.0,Collision Straightening/Parts,
CAR32209,MULTI HOLE PULL PLATE,272.0,Collision Straightening/Access,
CAR32210,BOLT ON CLAMP,348.0,Collision Straightening/Access,
CAR32211,60MM SELF LOCKING PULL CLAMPS,921.0,Collision Straightening/Access,
CAR32212,100MM SELF LOCKING PULL CLAMPS,921.0,Collision Straightening/Access,
CAR32213,T815 Pulling Clamp (10 ton),861.0,Collision Straightening/Access,
CAR32214,SWIVEL PULL CLAMP,731.0,Collision Straightening/Access,
CAR32216,T819 Pulling Clamp,721.0,Collision Straightening/Access,
CAR32217,T820 Arco (lg),188.0,Collision Straightening/Access,
CAR32218,T821 Arco (sm),177.0,Collision Straightening/Access,
CAR32223,Crimped Wire - 50/pk,200.0,Collision Joining/Parts,
CAR32225,PULL RINGS,661.0,Collision Straightening/Access,
CAR32226,PULLING STRAP 10 TON T841,191.0,Collision WSS/Accessories,
CAR32227,Yoke Locking Handle 80/FE/AT,124.0,Collision Joining/Parts,
CAR32228,Fender Edge Yoke Kit,719.0,Collision Joining/Accessories,
CAR32236,B260 E-6 Clamping Jaw,576.0,Collision Straightening/Access,
CAR32253,Tool Panel w Mat,481.0,Collision Joining/Accessories,
CAR32255,Cable Strap (Support Arm),34.0,Collision Joining/Parts,
CAR32258,B156-A14 Bushing,140.0,Collision Straightening/Access,
CAR32266,Yoke - 600mm,981.0,Collision Joining/Accessories,
CAR32281,B334 Rover Clamp,901.0,Collision Straightening/Access,
CAR32289,Transportbox for Car-O-Tronic,1082.0,Collision Measuring/Accessori,
CAR32304,Seal Kit - C Tong SA,317.0,Collision Joining/Parts,
CAR32306,Handle Kit - C Tong SA,266.0,Collision Joining/Parts,
CAR32313,WIPER,17.0,Collision Joining/Accessories,
CAR32315,Basic Kit - Welder Accessory B,543.0,Collision Joining/Accessories,
CAR32318,Stud Holder Electrode - M5/M6,48.0,Collision Joining/Parts,
CAR32319,Rivet Holder Electrode 3-5mm,48.0,Collision Joining/Parts,
CAR32320,Stamp Electrode,40.0,Collision Joining/Parts,
CAR32321,Weld-on Washer 3 Pointed (25/p,51.0,Collision Joining/Parts,
CAR32322,Carbon Rod Electrode,39.0,Collision Joining/Parts,
CAR32333,Bench Parts (B110/B39BR),7482.0,Collision Straightening/Access,
CAR32342,D45 Rehobot pump with hoses,1384.0,Collision Straightening/Access,
CAR32361,ELECTRODE W584,42.0,Collision Joining/Accessories,
CAR32370,SPaRRING SGA  16  DIN471,5.0,Collision Straightening/Parts,
CAR32379,Cable Sling (Support Arm),45.0,Collision Joining/Parts,
CAR32387,CENTER AXLE,254.0,Collision Straightening/Parts,
CAR32388,AXEL OUTER SCISSORS,111.0,Collision Straightening/Parts,
CAR32395,AXEL,21.0,Collision Straightening/Parts,
CAR32396,CYLINDERAXEL NEDRE,104.0,Collision Straightening/Parts,
CAR32397,CYLINDER AXLE UPPER,218.0,Collision Straightening/Parts,
CAR32398,INNER SCISSOR COMPLETE,4815.0,Collision Straightening/Parts,
CAR32400,SPEED BASE FRAME,3724.0,Collision Straightening/Parts,
CAR32410,Electrode Dresser - Manual,228.0,Collision Joining/Accessories,
CAR32444,DECAL FOR HMP,33.0,Collision Measuring/Parts,
CAR32503,Stitch Weld Electrode,92.0,Collision Joining/Parts,
CAR32504,Dent Puller Contact Tip,10.0,Collision Joining/Parts,
CAR32506,Clip Rivets 4.5 (100/pk),33.0,Collision Joining/Parts,
CAR32532,Axle,48.0,Collision Straightening/Parts,
CAR32533,Wheel,65.0,Collision Straightening/Parts,
CAR32534,Wheel,114.0,Collision Straightening/Parts,
CAR32535,Wheel D=80,131.0,Collision Straightening/Parts,
CAR32536,Axel yttersax / Shaft outer,40.0,Collision Straightening/Parts,
CAR32537,Centrumaxel (BR),644.0,Collision Straightening/Parts,
CAR32538,Shaft,375.0,Collision Straightening/Parts,
CAR32539,Axel nedre-cylinder/Shaft lowe,63.0,Collision Straightening/Parts,
CAR32541,Lock Device,22.0,Collision Straightening/Parts,
CAR32542,Safety Latch Cam,104.0,Collision Straightening/Parts,
CAR32545,Sparrklack / Latch,252.0,Collision Straightening/Parts,
CAR32549,Lasbleck / Lock plate,8.0,Collision Straightening/Parts,
CAR32552,Cylinder for New BR Lift,2170.0,Collision Straightening/Parts,
CAR32553,Lift BenchRack,13872.0,Collision Straightening/Parts,
CAR32554,Piston Lock Kit - C Tong SA,396.0,Collision Joining/Parts,
CAR32556,Locking Nut MF Gun,101.0,Collision Joining/Parts,
CAR32557,Dent Puller - Slide Hammer,252.0,Collision Joining/Accessories,
CAR32560,SToDRING,57.0,Collision Joining/Parts,
CAR32561,Bushing C Tong PR8,233.0,Collision Joining/Parts,
CAR32562,Piston Lock Handle C Tong SA,52.0,Collision Joining/Parts,
CAR32567,M291 Measuring Adadpter,248.0,Collision Measuring/Accessori,
CAR32575,Weld-on Washer (100/pk),42.0,Collision Joining/Accessories,
CAR32576,SPIK SATS 2MM  W612,12.0,Collision Joining/Accessories,
CAR32578,Washer Holder Electrode,27.0,Collision Joining/Accessories,
CAR32580,Pulling Head - Washer (Hook),14.0,Collision Joining/Accessories,
CAR32606,SUPPORT FOOT,43.0,Collision Straightening/Access,
CAR32651,M802 COT BRIDGE SUPPORT STAND,7453.0,Collision Measuring/Accessori,
CAR32651-11,M802 COTBRIDGE SUP STAND GREY,6770.0,Collision Joining/Parts,
CAR32669,UPPER SHAFT,48.0,Collision Straightening/Parts,
CAR32670,SKRUV SK6SS 10x16,5.0,Collision Straightening/Parts,
CAR32672,Electrode 30* Inside,78.0,Collision Joining/Parts,
CAR32673,Electrode 30* Outside,76.0,Collision Joining/Parts,
CAR32688,HJUL 40X30,14.0,Collision Straightening/Parts,
CAR32689,Locking Rail - Lower,170.0,Collision Straightening/Parts,
CAR32698,Pad Bracket,211.0,Collision Straightening/Parts,
CAR32699,LIFTING PAD,62.0,Collision Straightening/Parts,
CAR32700,B30 Bench Arms,910.0,Collision Straightening/Access,
CAR32712,Service Kit B106,682.0,Collision Straightening/Parts,
CAR32715,Electrode Kit 30* - 2/pk,125.0,Collision Joining/Parts,
CAR32725,Locking Device,206.0,Collision Straightening/Parts,
CAR32732,WEDGE,102.0,Collision Straightening/Parts,
CAR32743,TAPP D=16 / STUD D=16,8.0,Collision Straightening/Parts,
CAR32745,"PRESS SPRING SF-TF 3,0x25x30",19.0,Collision Straightening/Access,
CAR32747,M802 KNOB,6.0,Collision Straightening/Parts,
CAR32748,Knob 30/10 M6X30,10.0,Collision Straightening/Parts,
CAR32777,Cyl Piston Seal Kit SP,65.0,Collision Straightening/Parts,
CAR32783,VELOCITY VALVE,88.0,Collision Joining/Parts,
CAR32784,SLIDING BEARING,7.0,Collision Straightening/Parts,
CAR32786,DBL CONNECT T-CUPLIMG FOR SPD,218.0,Collision Straightening/Parts,
CAR32789,Screw,10.0,Collision Straightening/Parts,
CAR32791,Fastening Arm Holder,426.0,Collision Straightening/Parts,
CAR32792,Connecting Bolt,119.0,Collision Straightening/Parts,
CAR32793,Hydraulic Pipe,10.0,Collision Straightening/Parts,
CAR32794,Rubber Pad - Speed,41.0,Collision Straightening/Parts,
CAR32797,CYLINDE DRAW ALGINER SPEED D39,1851.0,Collision Straightening/Access,
CAR32801,Adjustable Locking Handle 8X40,42.0,Collision Straightening/Parts,
CAR32837,Electrode Set Airpuller AP95,266.0,Collision Joining/Parts,
CAR32856,B264 Mounting Plate,245.0,Collision Straightening/Access,
CAR32868,60mm Height Extension,95.0,Collision Straightening/Access,
CAR32868-11,B637 EXTENSION 60 GREY,105.0,Collision Straightening/Access,
CAR32873,Carbon Rod Holder,42.0,Collision Joining/Parts,
CAR32877,SCREW MF6S 8 X 16,4.0,Collision Straightening/Parts,
CAR32890,Screw 12 x 20,4.0,Collision Straightening/Parts,
CAR32892,Washer 7 X 28 X 2,9.0,Collision Straightening/Parts,
CAR32893,Stop for SPEED,34.0,Collision Straightening/Parts,
CAR32898,CYL-PINNE CP  6x16 m6  DIN1446,4.0,Collision Straightening/Parts,
CAR32901,SaKERHETSVAJER T34,53.0,Collision Straightening/Access,
CAR32902,SCREW MC6S 5X50,4.0,Collision Straightening/Parts,
CAR32904,Angle Connection,13.0,Collision Straightening/Parts,
CAR32951,Electrode Domed - 170mm,72.0,Collision Joining/Parts,
CAR32967,B636 Chain Holder,707.0,Collision Straightening/Access,
CAR32970,FJaDERPAKET DRAGRIKT. D20,303.0,Collision Straightening/Parts,
CAR32991,TAPP D=16 / STUD D=16,9.0,Collision Straightening/Parts,
CAR32992,Down Pull for SPEED,301.0,Collision Straightening/Access,
CAR32995,T702 Dust Cover for M79,3152.0,Collision Measuring/Accessori,
CAR33001,Side Pull Support for SPEED,1104.0,Collision Straightening/Access,
CAR33001-04,D201 SIDE PULL SUPP SPEED GREY,1149.0,Collision Straightening/Access,
CAR33003,SCREW MC6S M16X80 12.9,13.0,Collision Straightening/Parts,
CAR33016,BUSHING - CONE (THREADED),13.0,Collision Straightening/Parts,
CAR33017,DISTANS (B263),24.0,Collision Straightening/Parts,
CAR33019,Plate B285,283.0,Collision Straightening/Parts,
CAR33033,HYDRAULIC HOSE,55.0,Collision Joining/Accessories,
CAR33034,T500 CONNECTION KIT FOR SPEED,276.0,Collision Straightening/Parts,
CAR33037,Dent Puller - HO,1354.0,Collision Joining/Accessories,
CAR33044,Bench Parts (B106/B310),10409.0,Collision Straightening/Access,
CAR33045,D20 Drawaligner(5 Ton),4447.0,Collision Straightening/Access,
CAR33045-04,"DRAW ALIGNER, D20 GREY",4625.0,Collision Straightening/Access,
CAR33057,M275 Centering Plate,293.0,Collision Measuring/Accessori,
CAR33060,MaTADAPTER M292,86.0,Collision Measuring/Accessori,
CAR33061,Housing Front End - C Tong SA,461.0,Collision Joining/Parts,
CAR33077,Trigger Switch MF Gun,82.0,Collision Joining/Parts,
CAR33078,Angle Joint Coupler,410.0,Collision Measuring/Parts,
CAR33086,Repair Kit,94.0,Collision Joining/Parts,
CAR33087,Air Fitting DA C-Tong,9.0,Collision Joining/Parts,
CAR33088,Screw MC6S  4x25  8.8  FZB,10.0,Collision Straightening/Parts,
CAR33089,Bushing,94.0,Collision Joining/Parts,
CAR33091,KABELHYLSA 240 / CABLE SLEAVE,49.0,Collision Joining/Parts,
CAR33093,Electrode Holder - C Tong SA,314.0,Collision Joining/Parts,
CAR33094,Screw M10 x 17,14.0,Collision Joining/Parts,
CAR33097,COVER,78.0,Collision Straightening/Access,
CAR33103,Air Valve,168.0,Collision Straightening/Parts,
CAR33104,Emergency Stop Button for SPD,117.0,Collision Straightening/Parts,
CAR33107,SOLENOIDE S2-CE 24VAC 50HZ,109.0,Collision Straightening/Access,
CAR33111,Flow Control Valve,259.0,Collision Straightening/Parts,
CAR33115,Oil Pump Single Phase,687.0,Collision Straightening/Parts,
CAR33120,Gasket,63.0,Collision Straightening/Parts,
CAR33124,Oil Tank,533.0,Collision Straightening/Parts,
CAR33136,CHAIN HOLDER,349.0,Collision Straightening/Parts,
CAR33144,T6-9 OPERATING YOKE,60.0,Collision Straightening/Parts,
CAR33148,Wheel Shaft,32.0,Collision Straightening/Parts,
CAR33149,Hjul D=53 / Wheel D=53,48.0,Collision Straightening/Parts,
CAR33150,AXEL SAXARM. SHAFT SCISSOR ARM,62.0,Collision Straightening/Parts,
CAR33158,AXEL CYLINDER. SHAFT CYLINDER,102.0,Collision Straightening/Parts,
CAR33160,CENTRUMAXEL T6,371.0,Collision Straightening/Parts,
CAR33161,CYLINDERAXEL. SHAFT CYLINDER,110.0,Collision Straightening/Parts,
CAR33162,Safety Latch,727.0,Collision Straightening/Parts,
CAR33166,TRACTOR LEGS 1. SPACER 1,929.0,Collision Straightening/Parts,
CAR33168,Leg of Mark6 Inground,589.0,Collision Straightening/Access,
CAR33173,Lift Cylinder for T-6,1702.0,Collision Straightening/Parts,
CAR33194,Command Cable PR8 C Tong,384.0,Collision Joining/Parts,
CAR33205,MaTBUSSNING  0 26    M201-26,106.0,Collision Measuring/Accessori,
CAR33259,Limit Switch for Complete Spee,329.0,Collision Straightening/Parts,
CAR33260,CD COVER GENERAL C-SLEEVE,3.0,Collision Measuring/Accessori,
CAR33286,T251 CABLE PROTECTION 45 DEGRE,80.0,Collision Straightening/Access,
CAR33312,Washer,12.0,Collision Straightening/Parts,
CAR33313,Adjusting Screw 41-m10x70,10.0,Collision Straightening/Parts,
CAR33318,Chain Shortener SPEED,186.0,Collision Straightening/Access,
